institutionId,institution,ntaType,ntaParticipationStatus,collegeInventoryStatus,programmeInventoryStatus,collegeCount,programmeCount,requiredNextDocuments,lastVerified,sourceUrl
"deemed-009","GUJARAT VIDYAPITH UNIVERSITY","Deemed University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/deemed-universities/"
"deemed-010","GURUKULA KANGRI UNIVERSITY","Deemed University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/deemed-universities/"
"deemed-011","ICFAI(HYDERABAD)","Deemed University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/deemed-universities/"
"deemed-012","IIS (DEEMED TO BE UNIVERSITY), JAIPUR","Deemed University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/deemed-universities/"
"deemed-013","JAMIA HAMDARD","Deemed University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/deemed-universities/"
"deemed-014","JAYPEE INSTITUTE OF INFORMATION TECHNOLOGY","Deemed University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/deemed-universities/"
"deemed-015","KIET-KRISHNA INSTITUTE OF ENGINEERING & TECHNOLOGY","Deemed University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/deemed-universities/"
"deemed-016","LAKSHMIBAI NATIONAL INSTITUTE OF PHYSICAL EDUCATION","Deemed University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/deemed-universities/"
"deemed-017","LINGYA'S VIDYAPEETH UNIVERSITY","Deemed University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/deemed-universities/"
"deemed-018","MAHARISHI MARKANDESHWAR (DEEMED TO BE UNIVERSITY), MULLANA - AMBALA","Deemed University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/deemed-universities/"
"deemed-019","MALLA REDDY VISHWAVIDYAPEETH","Deemed University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/deemed-universities/"
"deemed-020","MANAV RACHNA INTERNATIONAL INSTITUTE OF RESEARCH AND STUDIES","Deemed University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/deemed-universities/"
"deemed-021","NEHRU GRAM BHARATI (DEEMED TO BE UNIVERSITY)","Deemed University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/deemed-universities/"
"deemed-022","SHOBHIT INSTITUTE OF ENGINEERING AND TECHNOLOGY","Deemed University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/deemed-universities/"
"deemed-023","SRM INSTITUTE OF SCIENCE AND TECHNOLOGY","Deemed University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/deemed-universities/"
"deemed-024","TATA INSTITUTE OF SOCIAL SCIENCES (TISS)","Deemed University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/deemed-universities/"
"deemed-025","TERI SCHOOL OF ADVANCED STUDIES","Deemed University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/deemed-universities/"
"deemed-026","THE GANDHIGRAM RURAL INSTITUTE (DTBU)","Deemed University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/deemed-universities/"
"deemed-027","VINAYAKA MISSION'S RESEARCH FOUNDATION","Deemed University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/deemed-universities/"
"private-001","ABHYUDAY UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-002","AJEENKYA DY PATIL UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-003","AKS UNIVERSITY, SATNA (MP)","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-004","ALLIANCE UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-005","AMITY JHARKHAND","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-006","AMITY UNIVERSITY (NOIDA CAMPUS)","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-007","AMITY UNIVERSITY HYDERABAD","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-008","AMITY UNIVERSITY KOLKATA","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-009","AMITY UNIVERSITY PUNJAB","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-010","AMITY UNIVERSITY, GREATER NOIDA","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-011","AMITY UNIVERSITYPATNA","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-012","APEX UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-013","ARKA JAIN UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-014","ARUNACHAL UNIVERSITY OF STUDIES","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-015","ASBM UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-016","ASSAM DOWN TOWN UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-017","AVANTIKA UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-018","AZIM PREM JI UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-019","BABU BANARASI DAS UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-020","BENNET UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-021","BHAGWANT GLOBAL UNIVERSITY KOTDWAR (UTTARAKHAND)","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-022","BHAGWANT UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-023","BIRLA GLOBAL UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-024","BML MUNJAL UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-025","BRAINWARE UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-026","CARRER COLLEGE BHOPAL","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-027","CGC UNIVERSITY, MOHALI","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-028","CHANAKYA UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-029","CHANDIGARH UNIVERSITY -MAPPING","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-030","CHHATRAPATI SHIVAJI MAHARAJ UNIVERSITY, PANVEL","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-031","CHITKARA UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-032","CMR UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-033","CT UNIVERSITY(LUDHIANA)","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-034","DBS GLOBAL UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-035","DIT DEHRADUN","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-036","FUTURE UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-037","G D GOENKA UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-038","GALGOTIAS UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-039","GEETA UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-040","GLA UNIVERSITY(MATHURA)","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-041","GOPAL NARAYAN SINGH UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-042","GRAPHIC ERA HILL UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-043","HARIDWAR UNIVERSITY ROORKEE","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-044","HIMALAYAN UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-045","HRIT UNIVERSITY, GHAZIABAD","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-046","IFTM UNIVERSITY, MORADABAD","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-047","IILM UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-048","IILM UNIVERSITY, GURUGRAM","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-049","IIMT UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-050","INVERTIS UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-051","ITM SKILLS UNIVERSITY, NAVI MUMBAI","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-052","ITM UNIVERSITY, RAIPUR","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-053","ITM VOCATIONAL UNIVERSITY, VADODARA","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-054","JAGAN NATH UNIVERSITY, JAIPUR","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-055","JAGANATH UNIVERSITY(DELHI NCR)","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-056","JAIPUR NATIONAL UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-057","JECRC UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-058","JIS UNIVERSITY, KOLKATA","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-059","K.R. MANGALAM UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-060","KALINGA UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-061","KARNAVATI UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-062","LOVELY PROFESSIONAL UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-063","MADHAV UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-064","MAHATMA JYOTI RAO PHOOLE UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-065","MAHINDRA UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-066","MANAV RACHNA UNIVERSITY, FARIDABAD","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-067","MANGALAYATAN UNIVERSITY, ALIGARH","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-068","MANGALAYATAN UNIVERSITY, JABALPUR","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-069","MANIPAL UNIVERSITY JAIPUR","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-070","MATS UNIVERSITY, RAIPUR","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-071","MEWAR UNIVERSITY, CHITTORGARH (RAJASTHAN)","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-072","MNR UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-073","MODY UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-074","NIIT UNIVERSITY, RAJASTHAN","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-075","NOIDA INTERNATIONAL UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-076","OM STERLING GLOBAL UNIVERSITY, HISAR, HARYANA","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-077","PEARL ACADEMY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-078","POORNIMA UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-079","R V UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-080","RABINDRANATH TAGORE UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-081","RAKSHPAL BAHADUR MANAGEMENT INSTITUTE","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-082","RAMA UNIVERSITY UTTAR PRADESH KANPUR","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
"private-083","RAMAIAH UNIVERSITY","Private University","verified","unavailable","unavailable","","","Official admission bulletin/prospectus; programme mapping; constituent-college/campus list; category seat matrix; counselling route; historical cutoff/allocation notice","2026-07-14","https://cuet.nta.nic.in/participating-universities/private-universities/"
