parentInstitution,neededDocument,neededFields,currentStatus,suggestedOfficialRoute,doNotInfer
"SARDAR PATEL UNIVERSITY OF POLICE, SECURITY AND CRIMINAL JUSTICE",Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
SHRI MATA VAISHNO DEVI UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
SIBSAGAR UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
UNIVERSITY OF JAMMU,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
UNIVERSITY OF KASHMIR,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
UNIVERSITY OF LADAKH,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
AVINASHILINGAM INSTITUTE FOR HOME SCIENCE AND HIGHER EDUCATION FOR WOMEN,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
CHINMAYA VISHWAVIDYAPEETH,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
DAYALBAGH EDUCATIONAL INSTITUTE,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
GITAM (VISHAKHAPATNAM),Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
GITAM(BLR),Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
GITAM(HYD),Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
GOKHALE INSTITUTE OF POLITICS AND ECONOMICS,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
"GRAPHIC ERA UNIVERSITY, DEHRADUN, UTTARAKHAND",Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
GUJARAT VIDYAPITH UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
GURUKULA KANGRI UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
ICFAI(HYDERABAD),Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
"IIS (DEEMED TO BE UNIVERSITY), JAIPUR",Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
JAMIA HAMDARD,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
JAYPEE INSTITUTE OF INFORMATION TECHNOLOGY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
KIET-KRISHNA INSTITUTE OF ENGINEERING & TECHNOLOGY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
LAKSHMIBAI NATIONAL INSTITUTE OF PHYSICAL EDUCATION,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
LINGYA'S VIDYAPEETH UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
"MAHARISHI MARKANDESHWAR (DEEMED TO BE UNIVERSITY), MULLANA - AMBALA",Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
MALLA REDDY VISHWAVIDYAPEETH,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
MANAV RACHNA INTERNATIONAL INSTITUTE OF RESEARCH AND STUDIES,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
NEHRU GRAM BHARATI (DEEMED TO BE UNIVERSITY),Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
SHOBHIT INSTITUTE OF ENGINEERING AND TECHNOLOGY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
SRM INSTITUTE OF SCIENCE AND TECHNOLOGY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
TATA INSTITUTE OF SOCIAL SCIENCES (TISS),Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
TERI SCHOOL OF ADVANCED STUDIES,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
THE GANDHIGRAM RURAL INSTITUTE (DTBU),Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
VINAYAKA MISSION'S RESEARCH FOUNDATION,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
ABHYUDAY UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
AJEENKYA DY PATIL UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
"AKS UNIVERSITY, SATNA (MP)",Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
ALLIANCE UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
AMITY JHARKHAND,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
AMITY UNIVERSITY (NOIDA CAMPUS),Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
AMITY UNIVERSITY HYDERABAD,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
AMITY UNIVERSITY KOLKATA,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
AMITY UNIVERSITY PUNJAB,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
"AMITY UNIVERSITY, GREATER NOIDA",Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
AMITY UNIVERSITYPATNA,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
APEX UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
ARKA JAIN UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
ARUNACHAL UNIVERSITY OF STUDIES,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
ASBM UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
ASSAM DOWN TOWN UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
AVANTIKA UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
AZIM PREM JI UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
BABU BANARASI DAS UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
BENNET UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
BHAGWANT GLOBAL UNIVERSITY KOTDWAR (UTTARAKHAND),Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
BHAGWANT UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
BIRLA GLOBAL UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
BML MUNJAL UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
BRAINWARE UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
CARRER COLLEGE BHOPAL,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
"CGC UNIVERSITY, MOHALI",Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
CHANAKYA UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
CHANDIGARH UNIVERSITY -MAPPING,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
"CHHATRAPATI SHIVAJI MAHARAJ UNIVERSITY, PANVEL",Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
CHITKARA UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
CMR UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
CT UNIVERSITY(LUDHIANA),Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
DBS GLOBAL UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
DIT DEHRADUN,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
FUTURE UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
G D GOENKA UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
GALGOTIAS UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
GEETA UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
GLA UNIVERSITY(MATHURA),Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
GOPAL NARAYAN SINGH UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
GRAPHIC ERA HILL UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
HARIDWAR UNIVERSITY ROORKEE,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
HIMALAYAN UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
"HRIT UNIVERSITY, GHAZIABAD",Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
"IFTM UNIVERSITY, MORADABAD",Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
IILM UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
"IILM UNIVERSITY, GURUGRAM",Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
IIMT UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
INVERTIS UNIVERSITY,Official constituent/affiliated college list plus programme-wise admission bulletin/seat matrix,"Exact college name, campus, programme, Class XII eligibility, CUET subjects, category/quota, seats, counselling route, historical cutoff",unavailable / not yet verified,https://cuet.nta.nic.in/participating-universities/,Do not display NTA parent name as a college; do not infer affiliated colleges or eligibility.
